Compound,Class,Bandgap,Bandgap_nature,Kpoints_edge
CN-I-Ba,Non-metal,4.1637,Indirect,"(0.143,-0.000,0.000)-(0.476,-0.000,0.000)"
CN-I-Be,Non-metal,1.7505000000000002,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
CN-I-Ca,Non-metal,3.8188,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
CN-I-Cd,Non-metal,1.9625000000000004,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
CN-I-Co,Metal,0.0,NA,NA
CN-I-Cu,Metal,0.0,NA,NA
CN-I-Fe,Metal,0.0,NA,NA
CN-I-Mg,Non-metal,2.6405,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
CN-I-Mn,Metal,0.0,NA,NA
CN-I-Ni,Metal,0.0,NA,NA
CN-I-Pb,Non-metal,2.8713,Indirect,"(0.048,0.048,0.000)-(0.000,0.000,0.000)"
CN-I-Pd,Metal,0.0,NA,NA
CN-I-Pt,Metal,0.0,NA,NA
CN-I-Sr,Non-metal,4.1822,Indirect,"(0.048,0.048,0.000)-(0.476,0.000,0.000)"
CN-I-Zn,Non-metal,1.3132,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
F-Br-Ba,Non-metal,4.1891,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Br-Be,Non-metal,3.166,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Br-Ca,Non-metal,4.1758,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Br-Cd,Non-metal,2.5426999999999995,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Br-Co,Non-metal,0.22100000000000009,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
F-Br-Cu,Metal,0.0,NA,NA
F-Br-Fe,Metal,0.0,NA,NA
F-Br-Mg,Non-metal,3.0293,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Br-Mn,Non-metal,0.9915,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
F-Br-Ni,Non-metal,0.4354,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
F-Br-Pb,Non-metal,3.4465999999999997,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
F-Br-Pd,Non-metal,0.020999999999999908,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
F-Br-Pt,Metal,0.0,NA,NA
F-Br-Sr,Non-metal,4.0144,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Br-Zn,Non-metal,2.5441,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Cl-Ba,Non-metal,4.9495000000000005,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Cl-Be,Non-metal,4.5100999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Cl-Ca,Non-metal,5.0821,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Cl-Cd,Non-metal,3.3222,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Cl-Co,Non-metal,0.17249999999999988,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
F-Cl-Cu,Metal,0.0,NA,NA
F-Cl-Fe,Metal,0.0,NA,NA
F-Cl-Mg,Non-metal,4.382,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Cl-Mn,Non-metal,1.256,Indirect,"(0.333,0.333,0.000)-(0.476,0.000,0.000)"
F-Cl-Ni,Non-metal,0.9659999999999997,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
F-Cl-Pb,Non-metal,3.4600999999999997,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
F-Cl-Pd,Non-metal,0.27830000000000066,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
F-Cl-Pt,Metal,0.0,NA,NA
F-Cl-Sr,Non-metal,4.9797,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
F-Cl-Zn,Non-metal,3.6077,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-Br-Ba,Non-metal,4.4954,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
I-Br-Be,Non-metal,2.7557,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
I-Br-Ca,Non-metal,4.0941,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
I-Br-Cd,Non-metal,2.6247,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-Br-Co,Metal,0.0,NA,NA
I-Br-Cu,Metal,0.0,NA,NA
I-Br-Fe,Metal,0.0,NA,NA
I-Br-Mg,Non-metal,3.6221,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-Br-Mn,Non-metal,0.36439999999999984,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
I-Br-Ni,Non-metal,0.07960000000000012,Indirect,"(0.000,0.000,0.000)-(0.238,0.238,0.000)"
I-Br-Pb,Non-metal,2.6445,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
I-Br-Pd,Metal,0.0,NA,NA
I-Br-Pt,Metal,0.0,NA,NA
I-Br-Sr,Non-metal,4.489400000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-Br-Zn,Non-metal,2.3,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
I-Cl-Ba,Non-metal,4.4836,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
I-Cl-Be,Non-metal,2.6122,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
I-Cl-Ca,Non-metal,4.0357,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
I-Cl-Cd,Non-metal,2.4918,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-Cl-Co,Metal,0.0,NA,NA
I-Cl-Cu,Metal,0.0,NA,NA
I-Cl-Fe,Metal,0.0,NA,NA
I-Cl-Mg,Non-metal,3.3268999999999997,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-Cl-Mn,Non-metal,0.2746,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
I-Cl-Ni,Non-metal,0.011099999999999888,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
I-Cl-Pb,Non-metal,2.8658,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
I-Cl-Pd,Metal,0.0,NA,NA
I-Cl-Pt,Metal,0.0,NA,NA
I-Cl-Sr,Non-metal,4.408600000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-Cl-Zn,Non-metal,2.2291,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
I-F-Ba,Non-metal,3.1096999999999997,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-F-Be,Non-metal,2.0999999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-F-Ca,Non-metal,2.5732,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-F-Cd,Non-metal,1.4768000000000001,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-F-Co,Metal,0.0,NA,NA
I-F-Cu,Metal,0.0,NA,NA
I-F-Fe,Metal,0.0,NA,NA
I-F-Mg,Non-metal,1.5768999999999997,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-F-Mn,Non-metal,0.47419999999999995,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
I-F-Ni,Metal,0.0,NA,NA
I-F-Pb,Non-metal,3.0483,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-F-Pd,Metal,0.0,NA,NA
I-F-Pt,Metal,0.0,NA,NA
I-F-Sr,Non-metal,2.8013000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
I-F-Zn,Non-metal,1.5307,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NC-Br-Ba,Non-metal,4.9266,Indirect,"(0.143,0.143,0.000)-(0.333,0.333,0.000)"
NC-Br-Be,Non-metal,3.2624,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
NC-Br-Ca,Non-metal,4.678,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NC-Br-Cd,Non-metal,3.4771,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NC-Br-Co,Metal,0.0,NA,NA
NC-Br-Cu,Metal,0.0,NA,NA
NC-Br-Fe,Metal,0.0,NA,NA
NC-Br-Mg,Non-metal,4.4513,Indirect,"(0.000,0.000,0.000)-(-0.476,0.476,0.000)"
NC-Br-Mn,Non-metal,0.8341000000000003,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NC-Br-Ni,Non-metal,0.6978,Indirect,"(0.000,0.000,0.000)-(0.238,0.238,0.000)"
NC-Br-Pb,Non-metal,2.9817,Indirect,"(0.095,0.048,0.000)-(0.000,0.000,0.000)"
NC-Br-Pd,Non-metal,0.4390999999999998,Indirect,"(-0.476,0.476,0.000)-(-0.381,0.190,0.000)"
NC-Br-Pt,Non-metal,0.2616999999999998,Indirect,"(0.476,0.000,0.000)-(0.190,0.190,0.000)"
NC-Br-Sr,Non-metal,5.100499999999999,Indirect,"(0.333,0.333,0.000)-(0.476,0.000,0.000)"
NC-Br-Zn,Non-metal,3.165,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NC-Cl-Ba,Non-metal,4.968100000000001,Indirect,"(0.476,0.048,0.000)-(0.333,0.333,0.000)"
NC-Cl-Be,Non-metal,3.3331,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NC-Cl-Ca,Non-metal,5.0685,Indirect,"(0.143,0.095,0.000)-(0.143,0.000,0.000)"
NC-Cl-Cd,Non-metal,3.6045,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NC-Cl-Co,Metal,0.0,NA,NA
NC-Cl-Cu,Metal,0.0,NA,NA
NC-Cl-Fe,Metal,0.0,NA,NA
NC-Cl-Mg,Non-metal,4.3972,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NC-Cl-Mn,Non-metal,0.6244000000000001,Indirect,"(0.476,0.000,0.000)-(0.476,0.000,0.000)"
NC-Cl-Ni,Non-metal,1.0463999999999998,Indirect,"(0.476,0.048,0.000)-(0.238,0.238,0.000)"
NC-Cl-Pb,Non-metal,3.0788999999999995,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NC-Cl-Pd,Non-metal,0.32569999999999943,Indirect,"(0.476,0.000,0.000)-(0.190,0.190,0.000)"
NC-Cl-Pt,Non-metal,0.2098,Indirect,"(0.476,0.000,0.000)-(0.190,0.190,0.000)"
NC-Cl-Sr,Non-metal,5.1428,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NC-Cl-Zn,Non-metal,3.2965999999999998,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NC-CN-Ba,Non-metal,4.6199,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NC-CN-Be,Non-metal,2.9128000000000003,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NC-CN-Ca,Non-metal,4.3752,Indirect,"(0.333,0.333,0.000)-(0.476,0.000,0.000)"
NC-CN-Cd,Non-metal,2.5031999999999996,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NC-CN-Co,Metal,0.0,NA,NA
NC-CN-Cu,Metal,0.0,NA,NA
NC-CN-Fe,Non-metal,0.0005999999999999339,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NC-CN-Mg,Non-metal,3.7453999999999996,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NC-CN-Mn,Metal,0.0,NA,NA
NC-CN-Ni,Non-metal,0.3050000000000006,Indirect,"(0.476,0.000,0.000)-(0.190,0.190,0.000)"
NC-CN-Pb,Non-metal,3.0171,Indirect,"(0.000,0.000,0.000)-(0.048,0.000,0.000)"
NC-CN-Pd,Metal,0.0,NA,NA
NC-CN-Pt,Metal,0.0,NA,NA
NC-CN-Sr,Non-metal,4.774699999999999,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NC-CN-Zn,Non-metal,2.2665000000000006,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NC-F-Ba,Non-metal,4.1949000000000005,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NC-F-Be,Non-metal,2.3767,Indirect,"(0.333,0.333,0.000)-(0.476,0.048,0.000)"
NC-F-Ca,Non-metal,4.359500000000001,Indirect,"(0.333,0.333,-0.000)-(0.000,0.000,0.000)"
NC-F-Cd,Non-metal,3.2543,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NC-F-Co,Non-metal,0.16460000000000008,Indirect,"(0.476,0.000,0.000)-(0.333,0.333,0.000)"
NC-F-Cu,Metal,0.0,NA,NA
NC-F-Fe,Metal,0.0,NA,NA
NC-F-Mg,Non-metal,3.9608,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NC-F-Mn,Metal,0.0,NA,NA
NC-F-Ni,Non-metal,0.8101000000000003,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NC-F-Pb,Non-metal,3.1279000000000003,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NC-F-Pd,Non-metal,0.14210000000000012,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NC-F-Pt,Non-metal,0.31120000000000037,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NC-F-Sr,Non-metal,4.1655,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NC-F-Zn,Non-metal,3.2495000000000003,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NC-I-Ba,Non-metal,4.320799999999999,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NC-I-Be,Non-metal,2.2685,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NC-I-Ca,Non-metal,3.8709,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NC-I-Cd,Non-metal,2.3777,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NC-I-Co,Metal,0.0,NA,NA
NC-I-Cu,Metal,0.0,NA,NA
NC-I-Fe,Metal,0.0,NA,NA
NC-I-Mg,Non-metal,3.0448,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NC-I-Mn,Non-metal,0.16199999999999992,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NC-I-Ni,Non-metal,0.060799999999999965,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NC-I-Pb,Non-metal,2.9403,Indirect,"(0.095,0.048,0.000)-(0.000,0.000,0.000)"
NC-I-Pd,Metal,0.0,NA,NA
NC-I-Pt,Metal,0.0,NA,NA
NC-I-Sr,Non-metal,4.1484,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NC-I-Zn,Non-metal,1.8905999999999996,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NCO-Br-Ba,Non-metal,4.4866,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Br-Be,Non-metal,3.4058,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Br-Ca,Non-metal,4.3064,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Br-Cd,Non-metal,3.021,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Br-Co,Metal,0.0,NA,NA
NCO-Br-Cu,Metal,0.0,NA,NA
NCO-Br-Fe,Metal,0.0,NA,NA
NCO-Br-Mg,Non-metal,3.716,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Br-Mn,Non-metal,0.6978,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NCO-Br-Ni,Non-metal,0.48299999999999965,Indirect,"(0.000,0.000,0.000)-(0.238,0.238,0.000)"
NCO-Br-Pb,Non-metal,2.5051,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NCO-Br-Pd,Non-metal,0.2742,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NCO-Br-Pt,Non-metal,0.2641,Indirect,"(0.000,0.000,0.000)-(0.286,0.000,0.000)"
NCO-Br-Sr,Non-metal,4.424799999999999,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Br-Zn,Non-metal,3.0698000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Cl-Ba,Non-metal,4.6453999999999995,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Cl-Be,Non-metal,4.7349000000000006,Indirect,"(0.048,-0.000,0.000)-(0.000,0.000,0.000)"
NCO-Cl-Ca,Non-metal,4.8530999999999995,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Cl-Cd,Non-metal,3.6334000000000004,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Cl-Co,Metal,0.0,NA,NA
NCO-Cl-Cu,Metal,0.0,NA,NA
NCO-Cl-Fe,Metal,0.0,NA,NA
NCO-Cl-Mg,Non-metal,4.770099999999999,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Cl-Mn,Non-metal,0.8706,Indirect,"(0.476,0.048,0.000)-(0.476,-0.000,0.000)"
NCO-Cl-Ni,Non-metal,0.9783000000000004,Indirect,"(0.000,0.000,0.000)-(0.238,0.238,0.000)"
NCO-Cl-Pb,Non-metal,2.5665,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NCO-Cl-Pd,Non-metal,0.5684,Indirect,"(0.000,0.000,0.000)-(0.190,0.048,0.000)"
NCO-Cl-Pt,Non-metal,0.4159999999999999,Indirect,"(0.000,0.000,0.000)-(0.286,0.000,0.000)"
NCO-Cl-Sr,Non-metal,4.7477,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-Cl-Zn,Non-metal,4.1068,Indirect,"(0.095,-0.000,0.000)-(0.000,0.000,0.000)"
NCO-CN-Ba,Non-metal,4.697900000000001,Indirect,"(0.190,0.143,0.000)-(0.000,0.000,0.000)"
NCO-CN-Be,Non-metal,3.6568,Indirect,"(0.333,0.333,0.000)-(0.476,0.048,0.000)"
NCO-CN-Ca,Non-metal,4.9506,Indirect,"(0.143,0.143,0.000)-(0.476,0.000,0.000)"
NCO-CN-Cd,Non-metal,3.1630000000000003,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NCO-CN-Co,Metal,0.0,NA,NA
NCO-CN-Cu,Metal,0.0,NA,NA
NCO-CN-Fe,Non-metal,0.008100000000000218,Indirect,"(0.000,0.000,0.000)-(0.048,0.048,0.000)"
NCO-CN-Mg,Non-metal,4.539899999999999,Indirect,"(0.333,0.333,0.000)-(0.476,0.048,0.000)"
NCO-CN-Mn,Metal,0.0,NA,NA
NCO-CN-Ni,Non-metal,0.3982000000000001,Indirect,"(0.429,0.143,0.000)-(0.238,0.238,0.000)"
NCO-CN-Pb,Non-metal,3.0631,Indirect,"(0.048,0.048,0.000)-(0.095,0.000,0.000)"
NCO-CN-Pd,Metal,0.0,NA,NA
NCO-CN-Pt,Metal,0.0,NA,NA
NCO-CN-Sr,Non-metal,4.887499999999999,Indirect,"(0.143,0.143,0.000)-(0.000,0.000,0.000)"
NCO-CN-Zn,Non-metal,3.0612999999999997,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NCO-F-Ba,Non-metal,4.2341999999999995,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-F-Be,Non-metal,4.3892,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NCO-F-Ca,Non-metal,4.8427999999999995,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-F-Cd,Non-metal,3.3423000000000003,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-F-Co,Non-metal,0.11830000000000007,Indirect,"(0.476,0.048,0.000)-(0.333,0.333,0.000)"
NCO-F-Cu,Metal,0.0,NA,NA
NCO-F-Fe,Metal,0.0,NA,NA
NCO-F-Mg,Non-metal,4.9236,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-F-Mn,Non-metal,0.6231000000000002,Indirect,"(0.333,0.333,0.000)-(-0.476,0.476,-0.000)"
NCO-F-Ni,Non-metal,1.1069,Indirect,"(0.333,0.333,0.000)-(0.333,0.333,0.000)"
NCO-F-Pb,Non-metal,2.8360999999999996,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NCO-F-Pd,Metal,0.0,NA,NA
NCO-F-Pt,Non-metal,0.25160000000000027,Indirect,"(0.000,0.000,0.000)-(0.333,0.333,0.000)"
NCO-F-Sr,Non-metal,4.5328,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-F-Zn,Non-metal,4.0583,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-I-Ba,Non-metal,3.7295999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-I-Be,Non-metal,2.1129,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-I-Ca,Non-metal,3.1470999999999996,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-I-Cd,Non-metal,1.9658,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-I-Co,Metal,0.0,NA,NA
NCO-I-Cu,Metal,0.0,NA,NA
NCO-I-Fe,Metal,0.0,NA,NA
NCO-I-Mg,Non-metal,2.6151,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-I-Mn,Non-metal,0.07350000000000012,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NCO-I-Ni,Metal,0.0,NA,NA
NCO-I-Pb,Non-metal,2.5191999999999997,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NCO-I-Pd,Metal,0.0,NA,NA
NCO-I-Pt,Metal,0.0,NA,NA
NCO-I-Sr,Non-metal,3.3693000000000004,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-I-Zn,Non-metal,1.9188,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCO-NC-Ba,Non-metal,4.5314000000000005,Indirect,"(0.476,0.048,0.000)-(0.000,0.000,0.000)"
NCO-NC-Be,Non-metal,2.9760999999999997,Indirect,"(0.333,0.333,0.000)-(0.476,0.000,0.000)"
NCO-NC-Ca,Non-metal,4.337400000000001,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NCO-NC-Cd,Non-metal,3.4586000000000006,Indirect,"(0.333,0.333,0.000)-(0.476,0.000,0.000)"
NCO-NC-Co,Metal,0.0,NA,NA
NCO-NC-Cu,Metal,0.0,NA,NA
NCO-NC-Fe,Metal,0.0,NA,NA
NCO-NC-Mg,Non-metal,4.062,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NCO-NC-Mn,Non-metal,0.1490999999999998,Indirect,"(0.476,-0.000,0.000)-(0.476,-0.000,0.000)"
NCO-NC-Ni,Non-metal,1.0106999999999995,Indirect,"(0.429,0.143,0.000)-(0.238,0.238,0.000)"
NCO-NC-Pb,Non-metal,2.8369,Indirect,"(0.286,0.286,0.000)-(0.000,0.000,0.000)"
NCO-NC-Pd,Non-metal,0.28169999999999984,Indirect,"(0.476,0.000,0.000)-(0.190,0.190,0.000)"
NCO-NC-Pt,Non-metal,0.07710000000000017,Indirect,"(0.476,0.000,0.000)-(0.190,0.190,0.000)"
NCO-NC-Sr,Non-metal,4.447900000000001,Indirect,"(0.333,0.333,0.000)-(0.000,0.000,0.000)"
NCO-NC-Zn,Non-metal,3.1014000000000004,Indirect,"(0.333,0.333,0.000)-(0.476,-0.000,0.000)"
NCS-Br-Ba,Non-metal,3.9465,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCS-Br-Be,Non-metal,2.1599,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NCS-Br-Ca,Non-metal,3.6658,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NCS-Br-Cd,Non-metal,2.4623,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCS-Br-Co,Metal,0.0,NA,NA
NCS-Br-Cu,Metal,0.0,NA,NA
NCS-Br-Fe,Metal,0.0,NA,NA
NCS-Br-Mg,Non-metal,3.1187,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NCS-Br-Mn,Non-metal,0.4627,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NCS-Br-Ni,Non-metal,0.32319999999999993,Indirect,"(0.000,0.000,0.000)-(0.286,0.238,0.000)"
NCS-Br-Pb,Non-metal,2.2109,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCS-Br-Pd,Non-metal,0.04330000000000034,Indirect,"(0.000,0.000,0.000)-(0.286,0.286,0.000)"
NCS-Br-Pt,Non-metal,0.13259999999999994,Indirect,"(0.000,0.000,0.000)-(-0.476,0.238,0.000)"
NCS-Br-Sr,Non-metal,3.9394,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCS-Br-Zn,Non-metal,2.1612,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NCS-Cl-Ba,Non-metal,3.9611,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCS-Cl-Be,Non-metal,1.8073,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NCS-Cl-Ca,Non-metal,3.7048,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NCS-Cl-Cd,Non-metal,2.5287,Indirect,"(0.000,0.000,0.000)-(0.476,-0.000,0.000)"
NCS-Cl-Co,Metal,0.0,NA,NA
NCS-Cl-Cu,Metal,0.0,NA,NA
NCS-Cl-Fe,Metal,0.0,NA,NA
NCS-Cl-Mg,Non-metal,2.9581,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NCS-Cl-Mn,Non-metal,0.3677,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NCS-Cl-Ni,Non-metal,0.4166000000000001,Indirect,"(0.000,0.000,0.000)-(0.286,0.238,0.000)"
NCS-Cl-Pb,Non-metal,2.1998,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCS-Cl-Pd,Non-metal,0.19690000000000007,Indirect,"(0.000,0.000,0.000)-(0.286,0.238,0.000)"
NCS-Cl-Pt,Non-metal,0.2661,Indirect,"(0.000,0.000,0.000)-(0.238,0.000,0.000)"
NCS-Cl-Sr,Non-metal,3.9692,Indirect,"(0.000,0.000,0.000)-(0.000,0.000,0.000)"
NCS-Cl-Zn,Non-metal,2.1012000000000004,Indirect,"(0.000,0.000,0.000)-(0.476,0.000,0.000)"
NCS-CN-Ba,Non-metal,3.9601,Indirect,"(0.476,-0.000,0.000)-(0.000,0.000,0.000)"
