Compound,Hessian_eig_min_abs,C11,C22,C66,Dyn_stability_level
OH-I-Cu,0.002012210122057005,5.43990207,5.43990207,-17.76402462,l
OH-I-Fe,0.00014314959659561077,53.39036377,53.39032587,17.34942361,m
OH-I-Mg,0.002310574514171181,21.16361363,21.16361363,-9.60562012,l
OH-I-Mn,0.0031667930273462513,19.15962276,19.15960293,9.84399717,m
OH-I-Ni,0.00020248766350238016,-21.39311613,-21.39308881,-41.84164661,l
OH-I-Pb,4.115791393456953e-05,24.4295284,24.42951288,7.36202887,m
OH-I-Pd,6.693100977193029e-06,21.08296604,21.08293324,0.07681716,h
OH-I-Pt,9.251967073816287e-05,-664.00969936,-664.00895596,-683.43240761,l
OH-I-Sr,6.655683284633623e-05,28.45500707,28.45500707,10.12438466,m
OH-I-Zn,0.00023541517652619936,-53.50327463,-53.50325773,-84.52264815,l
OH-NC-Ba,3.9843746048398e-05,25.75839472,25.75839472,9.98093778,m
OH-NC-Be,0.0001714532241675115,70.1408543,70.14077541,10.92944526,m
OH-NC-Ca,0.00012562474405191114,37.75393233,37.75386535,12.93444826,m
OH-NC-Cd,0.0005430697323548918,39.86532121,39.86528765,10.17122645,m
OH-NC-Co,9.419276281250788e-05,41.34783765,41.347804100000005,5.36128186,m
OH-NC-Cu,0.0005038446175731802,-49.89836631,-49.89834991,-82.00775231,l
OH-NC-Fe,0.00021693543101727048,52.17265992,52.17265992,16.97601478,m
OH-NC-Mg,0.000170815374674729,59.90683259,59.90681613,21.62878464,m
OH-NC-Mn,0.0002976113322680097,42.67011498,42.6700963,11.52853373,m
OH-NC-Ni,0.00693671532443201,-47.93899367,-47.93894414,-83.01524541,l
OH-NCO-Ba,0.0008204765032106155,29.81439365,29.81435566,10.20898391,m
OH-NCO-Be,0.00028112014632709946,76.66344599,76.66339367,7.76693481,m
OH-NCO-Ca,1.3275136751108647e-05,47.41313305,47.41315197,16.511372599999998,m
OH-NCO-Cd,2.2289020545163823e-05,47.48567461,47.48567461,14.03727208,m
OH-NCO-Co,0.00016379699869350616,-45.69670019,-45.696717299999996,-83.88579125,l
OH-NCO-Cu,0.00224828681033275,49.76899381,49.76899381,9.42748973,m
OH-NCO-Fe,3.404105926512375e-05,58.63233642,58.63233642,19.44463926,m
OH-NCO-Mg,0.0002782485021376676,65.50041085,65.50037452,22.85197476,m
OH-NCO-Mn,0.00029125904460938366,34.94640722,34.94640722,8.75649971,m
OH-NCO-Ni,0.0005952846316289244,22.53715562,22.53713754,-17.05757311,l
OH-NCO-Pb,0.000111374307938373,31.3663169,31.36629746,9.33982427,m
OH-NCO-Pd,7.841082143525051e-06,21.06167292,21.06165449,-6.10733484,l
OH-NCO-Pt,4.6561827195125985e-05,16.29746614,16.29744867,-15.42116773,l
OH-NCO-Sr,2.644527528418291e-05,39.43323921,39.43320082,13.12577559,m
OH-NCO-Zn,0.0004067229289288977,58.58591697,58.58589887,14.42489011,m
OH-NC-Pb,0.00017507627756485,28.90752247,28.90748715,8.99443939,m
OH-NC-Pd,0.0002839504803866481,-36.64900291,-36.6489861,-57.51849583,l
OH-NC-Pt,2.6367592561569244e-05,3.99824077,3.99824077,-15.76955907,l
OH-NCS-Ba,4.3793913320317696e-05,27.92063199,27.92059106,10.32401766,m
OH-NCS-Be,0.00030008349551504244,36.41322627,36.413188899999994,-30.34647553,l
OH-NCS-Ca,0.000571477946797009,47.98723993,47.98721987,17.3140507,m
OH-NCS-Cd,5.573043805249605e-05,50.30387148,50.30381183,15.050232199999998,m
OH-NCS-Co,4.221151251870441e-05,25.8093464,25.80932711,-11.26918179,l
OH-NCS-Cu,0.01616516927226994,-449.44847179,-449.44862715,-492.05051103,l
OH-NCS-Fe,0.001113574557492451,56.92516267,56.92512425,17.65660079,m
OH-NCS-Mg,0.002913345616266705,66.33815304,66.33811410000001,22.02810043,m
OH-NCS-Mn,8.574224331719123e-05,51.00933615,51.00935856,15.20968926,m
OH-NCS-Ni,0.0022644386962832087,19.97756893,19.97756893,-19.20775059,l
OH-NCS-Pb,0.00012197793324770064,33.34563647,33.34561568,10.23901872,m
OH-NCS-Pd,0.0011526717432184168,22.0720694,22.07204987,-8.79967865,l
OH-NCS-Pt,0.00031757556455018764,19.97158444,19.97154624,-15.65382939,l
OH-NC-Sr,0.0005369102697100592,29.81178759,29.81177089,8.49422776,m
OH-NCS-Sr,9.822827539153877e-06,39.73197621,39.73195588,14.06780187,h
OH-NCS-Zn,0.00013982563455777338,60.25920744,60.25920744,11.91045859,m
OH-NC-Zn,0.0008106903439876929,54.47009533,54.47007883,12.81787433,m
OH-NO-Ba,0.00013113007221862819,17.84140234,17.841360199999997,4.8902041,m
OH-NO-Be,0.00028453011134206427,106.83837007,106.83827308,27.89748555,m
OH-NO-Ca,9.100701510882404e-05,29.73250221,29.73251948,8.01246202,m
OH-NO-Cd,0.00034911897736384685,36.1509451,36.15087485,8.44944436,m
OH-NO-Co,4.011887920658965e-05,35.99984664,35.99986339,1.03956405,m
OH-NO-Cu,0.0056377574028388605,60.98195025,60.98193373,16.83227042,m
OH-NO-Fe,0.00045930933721892236,58.75921503,58.75919767,6.53270455,m
OH-NO-Mg,0.0016487139929811825,64.99728644,64.997218,20.899290399999998,m
OH-NO-Mn,9.194797818325645e-05,-65.68890847,-65.68888927,3.88162019,l
OH-NO-Ni,0.00030445529777277483,87.58038803,87.58040425,27.66862573,m
OH-NO-Pb,0.00028307042723219804,11.3839184,11.3839184,-4.6175368,l
OH-NO-Pd,0.00018993968385098755,46.23702255,46.23697174,13.73323769,m
OH-NO-Pt,0.00014814478140813244,59.52240168,59.52236784,18.61751008,m
OH-NO-Sr,5.5608355517796685e-06,24.47392919,24.47391224,6.79335737,h
OH-NO-Zn,9.322039435898132e-05,57.71437803,57.71437803,16.85861729,m
OH-OCN-Ba,3.5322847121617785e-05,26.70605897,26.70600629,9.80394229,m
OH-OCN-Be,7.332839478698794e-05,89.25323331,89.25326737,16.24878318,m
OH-OCN-Ca,0.00023731963281431603,42.91393632,42.913900500000004,15.94785052,m
OH-OCN-Cd,0.00027902220197472864,45.52442826,45.52439227,12.87634104,m
OH-OCN-Co,0.0004401632092879002,44.66283211,44.66277991,3.35981729,m
OH-OCN-Cu,0.002200899876657735,-84.21309025,-84.21307273,-124.13250649,l
OH-OCN-Fe,0.0004373966359012823,57.55551736,57.55545091,19.31873006,m
OH-OCN-Mg,2.8807096462924092e-05,68.27893298,68.27888008,25.73692056,m
OH-OCN-Mn,0.0008285197443912673,38.51790461,38.51792294,7.07289427,m
OH-OCN-Ni,0.007494354651000836,47.16369179,47.16369179,3.49268837,m
OH-OCN-Pb,0.0005664427639616318,27.85996958,27.8599331,7.80791058,m
OH-OCN-Pd,0.0001382468145372708,22.750913600000004,22.750896,-13.17600905,l
OH-OCN-Pt,0.00022353592887829814,16.93693406,16.93691729,-30.97625615,l
OH-OCN-Sr,0.0004301562295020229,35.54182146,35.54178572,12.86412935,m
OH-OCN-Zn,0.00021580896407732348,66.10028968,66.10021901,18.12388115,m
OH-SCN-Ba,2.8732742423221803e-05,18.43216403,18.43214397,5.34879027,m
OH-SCN-Be,0.0001920484601676328,17.7846263,17.78460691,-27.06472976,l
OH-SCN-Ca,6.1268970066754e-05,27.99690792,27.99688716,6.94124967,m
OH-SCN-Cd,0.000306983295393138,25.10995978,25.10993961,0.21841449,m
OH-SCN-Co,4.99154089015815e-05,-4.23338696,-4.23338696,-31.84905159,l
OH-SCN-Cu,0.009069643665591107,29.80555981,29.80552081,3.10902252,m
OH-SCN-Fe,0.0004550423166079233,68.91838285,68.91836117,27.26560891,m
OH-SCN-Mg,0.0023367728122432358,22.747057,22.747057,-3.90422658,l
OH-SCN-Mn,0.0009585998375718016,33.54596901,33.54596901,5.90914429,m
OH-SCN-Ni,0.0002140274722168445,-9.06258128,-9.06258128,-42.61834374,l
OH-SCN-Pb,0.00021357464097381196,22.56863053,22.56858893,4.30769902,m
OH-SCN-Pd,0.0004307750864790265,22.57373723,22.57371812,-10.49704544,l
OH-SCN-Pt,6.651475917260379e-05,-249.33205156,-249.33207039,-293.20004039,l
OH-SCN-Sr,4.045484776969806e-05,21.31515777,21.31511642,5.52807962,m
OH-SCN-Zn,0.00032333910378621916,-262.95817867,-262.95792142,-292.59123472,l
OH-SH-Ba,0.00021620973002121278,-44.16471895,-44.16465502,-59.60552068,l
OH-SH-Be,0.00011599858067624387,42.08184067,42.08184067,-0.96335425,l
OH-SH-Ca,2.039376084285133e-06,18.58149336,18.58127533,-4.21525215,l
OH-SH-Cd,0.00010184190125039653,9.38613621,9.38611848,-14.7496173,l
OH-SH-Co,8.735984484274793e-05,36.82044965,36.82044965,-4.21522312,l
OH-SH-Cu,0.023434636207201803,-172.69974276,-172.69965422,-207.17581787,l
OH-SH-Fe,0.0001964882473691709,82.90095273,82.90095273,31.545807399999998,m
OH-SH-Mg,0.0035526321592974936,27.23846215,27.23842947,-1.82257731,l
OH-SH-Mn,0.00010484789044039928,35.68239509,35.68239509,-2.11092553,l
OH-SH-Ni,0.003109165512453049,8.51763732,8.51763732,-24.44894953,l
OH-SH-Pb,3.856008339485269e-05,23.62292632,23.62287047,5.19514085,m
OH-SH-Pd,7.958206919565077e-05,18.22956121,18.22954606,-14.15431721,l
OH-SH-Pt,0.0005571635861946877,-157.85180682,-157.85149548,-203.92778346,l
OH-SH-Sr,4.589830471186382e-06,16.63039016,16.63035528,-1.83864376,l
OH-SH-Zn,0.0015733945063505484,13.71037765,13.71035982,-18.28570964,l
SCN-Br-Ba,0.00013663537952408544,13.52978511,13.52976824,3.93042359,m
SCN-Br-Be,6.650762636988092e-05,38.32824001,38.32820467,-2.35539247,l
SCN-Br-Ca,3.0878384518871975e-05,16.34822759,16.34822759,1.75157708,m
SCN-Br-Cd,3.7985960340179933e-05,24.16893348,24.16889623,3.92667022,m
SCN-Br-Co,0.00010465942550059587,52.67689054,52.67689054,14.27369108,m
SCN-Br-Cu,0.053508116720388535,4.48134415,4.48134415,-15.22516824,l
SCN-Br-Fe,5.897603659377165e-06,65.55938302,65.55934828,29.31766786,h
SCN-Br-Mg,0.00044712106053313165,27.56115572,27.56111859,3.57070152,m
SCN-Br-Mn,2.7345393910387984e-05,40.91754512,40.91754512,15.86415308,m
SCN-Br-Ni,0.062423612477376315,29.68298577,29.68295067,2.39748299,m
SCN-Br-Pb,9.355838933644384e-05,9.59439308,9.59437459,-0.16696611,l
SCN-Br-Pd,0.0009409419488341916,5.4430462,5.4430462,-18.69219489,l
SCN-Br-Pt,3.1915778803093144e-05,-184.4466525,-184.44667035,-217.16907815,l
SCN-Br-Sr,0.0001815914126415308,14.67003473,14.67001671,2.77800059,m
SCN-Br-Zn,0.0009431834771766273,35.29907688,35.29904011,6.586152900000001,m
SCN-Cl-Ba,0.00019443394436465105,13.07400508,13.07398771,2.08977164,m
SCN-Cl-Be,0.00020491494015800792,36.4018804,36.40184586,-6.48408478,l
SCN-Cl-Ca,6.709787620808087e-05,18.17094512,18.17094512,3.35535504,m
SCN-Cl-Cd,0.00029363284481779634,21.98841371,21.98839555,2.42219842,m
SCN-Cl-Co,0.00019915633527061786,49.168681899999996,49.16864774,9.50007376,m
SCN-Cl-Cu,0.004887445998374142,-0.2577647,-0.2577647,-25.77230526,l
SCN-Cl-Fe,0.00010219127565053928,75.15279523,75.15274408,30.96402605,m
SCN-Cl-Mg,0.000111678902616234,24.60041677,24.60041677,0.39849401,m
SCN-Cl-Mn,0.0008410513133058314,38.47660918,38.47660918,1.13998424,m
SCN-Cl-Ni,0.0029675954470637874,20.64098326,20.64094733,-7.38244468,l
SCN-Cl-Pb,4.5138935093667605e-05,11.74416684,11.74416684,0.67778476,m
SCN-Cl-Pd,5.9398807094764146e-05,-15.86398414,-15.86396632,-41.21405629,l
SCN-Cl-Pt,4.226295549306919e-05,-78.93753236,-78.93753236,-113.64709119,l
SCN-Cl-Sr,0.000939136497236282,15.88256048,15.88254242,3.1857927000000004,m
SCN-Cl-Zn,0.0007384677067787676,26.25913463,26.25909849,-1.66013336,l
SCN-CN-Ba,7.106147590854649e-05,16.14653047,16.14649842,4.76917628,m
SCN-CN-Be,0.002640419703756906,-17.45599012,-17.45597341,-62.12201784,l
SCN-CN-Ca,7.77912247960859e-05,17.73074244,17.73072485,3.41871388,m
SCN-CN-Cd,0.0003973035478090322,12.107565800000001,12.107565800000001,-11.81484764,l
SCN-CN-Co,0.00029039075690942296,67.52038171,67.52029877,17.55528829,m
SCN-CN-Cu,0.029286455590140988,-18.16657486,-18.16654058,-22.69047939,l
SCN-CN-Fe,0.0006079724361554496,92.90358858,92.90365482,33.42303547,m
SCN-CN-Mg,0.00022264046120115279,30.82910132,30.82908369,7.83039522,m
SCN-CN-Mn,0.03416354665987627,12.70165136,12.70166899,-1.05755516,l
SCN-CN-Ni,0.0017627423663893337,19.54466201,19.54464558,-18.49447316,l
SCN-CN-Pb,7.712339049051717e-05,10.40454103,10.40452281,-2.23186082,l
SCN-CN-Pd,6.335626270377832e-05,4.2302142,4.23019718,-21.81639223,l
SCN-CN-Pt,0.002842469585758933,-120.71664025,-120.71655681,-154.06459745,l
SCN-CN-Sr,0.00019448621521207042,14.75868246,14.75864693,2.69379886,m
SCN-CN-Zn,0.0005471145479404211,8.55164351,8.55162601,-21.59693078,l
SCN-F-Ba,0.0006376203303101475,23.21070872,23.21068892,6.70411059,m
SCN-F-Be,7.745648872533484e-05,-21.71091898,-21.71093358,-80.33062796,l
SCN-F-Ca,0.00027294711171834004,30.30265354,30.30263704,5.72894394,m
SCN-F-Cd,0.0008926236769862662,24.92912328,24.92912328,-1.48845413,l
SCN-F-Co,0.0006713071532044394,-19.45261988,-19.45261988,-61.81148938,l
SCN-F-Cu,0.0014878168754126756,-22.98483664,-22.9848215,-52.20508611,l
SCN-F-Fe,0.0006162568596269227,70.99170079,70.99167134,26.60121969,m
SCN-F-Mg,0.0003474881297487369,35.84745383,35.8473748,2.23405369,m
SCN-F-Mn,0.005608388130293371,34.67464402,34.67462695,2.23304449,m
SCN-F-Ni,0.0003370883594320163,-32.32308841,-32.32301639,-63.87075095,l
SCN-F-Pb,0.00016207002051111377,24.16205827,24.16204237,4.58548456,m
SCN-F-Pd,0.0006021368269120197,20.7931644,20.79313641,-12.93601937,l
SCN-F-Pt,0.0001961904420068279,-167.63009923,-167.62992158,-209.4957466,l
SCN-F-Sr,0.00043696591458155463,23.56874311,23.56864341,5.1698652,m
SCN-F-Zn,0.0018474539977912372,-89.66893243,-89.66888499,-125.22982366,l
SCN-I-Ba,1.3957911129470356e-05,10.17847999,10.17846315,1.85845228,m
SCN-I-Be,0.002407266849448565,43.34881312,43.34875874,9.16344992,m
SCN-I-Ca,3.997735327958377e-05,15.325892199999998,15.32587352,1.72730709,m
SCN-I-Cd,0.0002045696365170181,20.90307659,20.90305832,2.20751697,m
SCN-I-Co,4.794246474970394e-05,45.99024345,45.99017238,15.93966865,m
SCN-I-Cu,0.0046965353199622676,15.72480917,15.72479309,-5.49163014,l
SCN-I-Fe,9.617576981181153e-05,53.03224933,53.03217917,26.07514452,m
SCN-I-Mg,0.0013285805674856381,31.60119194,31.60115501,9.31774669,m
SCN-I-Mn,0.004411555688309101,23.9633361,23.9633165,8.14213986,m
SCN-I-Ni,0.011330302516258993,24.71598691,24.71595848,0.81302672,m
SCN-I-Pb,0.000213970170406418,11.45125624,11.45125624,1.57112762,m
SCN-I-Pd,3.5657665270197906e-05,12.45030434,12.45028658,-7.66955695,l
SCN-I-Pt,0.00013885727274961843,-69.76094091,-69.76087217,-96.12154806,l
SCN-I-Sr,0.00024179818063831742,12.81564553,12.81562746,2.39366172,m
SCN-I-Zn,0.00022032071368204267,32.2573186,32.25728211,6.71936542,m
SCN-NC-Ba,5.763182180399186e-05,16.2983542,16.29833853,5.85646084,m
SCN-NC-Be,0.0003420231065676774,40.96451748,40.96445222,-4.37605177,l
SCN-NC-Ca,0.0005961936681323951,22.71289069,22.71285512,6.87846441,m
SCN-NC-Cd,0.0011184992479428995,27.98011513,27.98009759,5.08434341,m
SCN-NC-Co,0.00014915021720035606,46.73147847,46.73143061,2.81175659,m
SCN-NC-Cu,7.453841154283724e-07,-170.05542419,-170.05534035,-195.56611989,l
SCN-NC-Fe,0.0002706439873599522,98.98475134,98.98475134,36.26752659,m
SCN-NC-Mg,0.005658220067202371,27.11379061,27.11377332,1.56443367,m
SCN-NC-Mn,0.00015974304403804787,50.18270414,50.18270414,1.31351066,m
SCN-NC-Ni,5.2628684764724956e-05,13.46479294,13.46479294,-20.25261453,l
SCN-NCO-Ba,0.0006607942650854692,16.91753953,16.91751913,3.22939038,m
SCN-NCO-Be,0.006003240602536015,44.081881200000005,44.081826899999996,-6.61362696,l
SCN-NCO-Ca,0.00022402995441537843,29.73645796,29.73645796,7.90863773,m
SCN-NCO-Cd,8.46729283103739e-06,26.29537067,26.29537067,0.54197867,h
SCN-NCO-Co,0.011765362654690522,-25.55717028,-25.5571529,-66.66651081,l
SCN-NCO-Cu,0.023013726514234216,32.90349272,32.90353041,5.30178341,m
SCN-NCO-Fe,0.029408026805811907,38.73896671,38.73894915,9.01398496,m
SCN-NCO-Mg,0.015066206485079819,35.39026014,35.39020287,2.90639327,m
SCN-NCO-Mn,0.009162055689823609,28.24898479,28.24898479,5.29479924,m
SCN-NCO-Ni,0.08834319264614872,-2032.21902442,-2032.21621769,-2067.46833213,l
SCN-NCO-Pb,2.9492519045234254e-05,16.43807083,16.43807083,2.2167587,m
SCN-NCO-Pd,5.7933230834607325e-05,8.63157332,8.63157332,-22.48665945,l
SCN-NCO-Pt,0.01264874027862082,25.32292631,25.32290844,-15.05188182,l
SCN-NCO-Sr,0.0004707382092746191,20.588538,20.588518,4.00144997,m
SCN-NCO-Zn,0.005357441514142682,37.61875064,37.61873172,1.51316427,m
SCN-NC-Pb,0.0003487740155353121,16.8340973,16.83406042,3.42680749,m
SCN-NC-Pd,0.007250714125249892,-8.95666866,-8.95666866,-35.57555536,l
SCN-NC-Pt,0.002671447353057701,-3.60137149,-3.60137149,-40.75628354,l
SCN-NCS-Ba,1.7157103316719212e-05,16.19432488,16.19430375,4.27552168,m
SCN-NCS-Be,0.0017000106433787039,24.73317663,24.73313764,-26.10811598,l
SCN-NCS-Ca,4.517988641713282e-05,24.1130224,24.11298034,4.55980214,m
SCN-NCS-Cd,0.0001370462789183835,7.46074413,7.46076488,-17.432241199999996,l
SCN-NCS-Co,0.00328869260953364,-123.93373922,-123.93371966,-174.07428932,l
SCN-NCS-Cu,0.05810246074713987,7.88291392,7.88291392,-7.04008109,l
SCN-NCS-Fe,0.003450185954287195,100.29399362,100.29390024,38.12498438,m
SCN-NCS-Mg,0.009786396825617185,17.92622173,17.92620133,-13.21014849,l
SCN-NCS-Mn,0.00036098052736121096,62.29580765,62.29572769,4.57347044,m
SCN-NCS-Ni,0.004401492122998075,-865.18841757,-865.18774769,-904.19544301,l
SCN-NCS-Pb,0.0006060865467317614,20.71394652,20.71394652,4.97088731,m
SCN-NCS-Pd,0.0002086832410997129,6.75433526,6.75433526,-21.82041503,l
SCN-NCS-Pt,0.00027545779875265804,25.6744854,25.67442697,-15.04064879,l
SCN-NC-Sr,0.00019972233083151984,20.89707641,20.89707641,6.24422629,m
SCN-NCS-Sr,4.926510117158347e-05,21.89127457,21.89123234,6.37739595,m
SCN-NCS-Zn,0.006300764942570689,42.77207081,42.77205058,9.45355547,m
SCN-NC-Zn,0.0018179524628899435,-27.95681815,-27.9568011,-59.05133691,l
SCN-NO-Ba,0.00026167134603428315,14.57220903,14.57210658,3.6220098,m
SCN-NO-Be,0.0039657509490607385,71.42605290000002,71.42600371,20.71085383,m
SCN-NO-Ca,5.1915954037202036e-05,19.68270284,19.68270284,2.75159831,m
SCN-NO-Cd,0.013300502088945695,21.23979248,21.23973812,3.37927905,m
SCN-NO-Co,0.0028485010217227397,68.98679833,68.98686438,20.96168083,m
SCN-NO-Cu,0.007581786125197266,43.98177277,43.98175528,5.24360296,m
SCN-NO-Fe,0.006304507827383895,36.81729305,36.81729305,4.70236996,m
SCN-NO-Mg,0.030252502563802575,42.02692236,42.02686865,9.46257291,m
SCN-NO-Mn,0.005675030276796197,4.4093835,4.4093835,-1.56318673,l
SCN-NO-Ni,0.045543017210177235,44.06498655,44.06497027,9.42849518,m
SCN-NO-Pb,8.100067847650138e-05,12.07327327,12.073253999999999,-3.42504821,l
SCN-NO-Pd,0.00795010754677427,10.41018844,10.41018844,-8.47976039,l
SCN-NO-Pt,0.004956204354682519,28.65432313,28.65430633,4.38826751,m
SCN-NO-Sr,0.0014422960232614089,14.89876536,14.89876536,2.30240546,m
SCN-NO-Zn,0.014799730056772032,-0.59048085,-0.59048085,-26.98026923,l
SCN-OCN-Ba,0.00093732532269475,18.40980286,18.40980286,5.72214526,m
SCN-OCN-Be,0.005352176829811002,50.02984903,50.02983139,3.6833477999999995,m
SCN-OCN-Ca,0.00017405596405266035,27.93195147,27.93191405,8.18373011,m
SCN-OCN-Cd,0.0002004372357874792,23.27662422,23.27658684,1.29039934,m
SCN-OCN-Co,0.012653721863505558,-4.32472337,-4.32472337,-47.49529406,l
SCN-OCN-Cu,0.013595239581375693,-19.91753845,-19.91752054,-44.74396349,l
SCN-OCN-Fe,0.013473608691935566,65.75345204,65.75338386,26.2600951,m
SCN-OCN-Mg,0.008537708143310944,38.56491194,38.564838,7.12805491,m
SCN-OCN-Mn,0.026018801914176836,26.70734335,26.70732582,5.30148169,m
SCN-OCN-Ni,0.04329105166587074,15.21642359,15.21642359,-22.05605604,l
SCN-OCN-Pb,0.0009714100709622607,18.1536271,18.15360849,3.08383192,m
SCN-OCN-Pd,0.018172432402559374,-6.30795754,-6.30795754,-37.02293833,l
SCN-OCN-Pt,0.02608851242485456,30.88341676,30.88339911,-10.19697065,l
SCN-OCN-Sr,5.041661339732286e-05,20.98414923,20.98413061,5.92012645,m
SCN-OCN-Zn,0.01067801021065676,32.78818916,32.78813483,0.98109735,m
SH-Br-Ba,5.23137395734269e-05,14.96078871,14.96075286,4.12599955,m
SH-Br-Be,0.0016646852066028823,36.63792739,36.6379092,-3.05161001,l
SH-Br-Ca,9.36308871471928e-05,20.53207633,20.53205727,5.39089548,m
SH-Br-Cd,1.5514218936499326e-05,23.59630913,23.59625234,3.35402085,m
SH-Br-Co,2.150656777933865e-05,50.2408419,50.24082392,13.74079016,m
SH-Br-Cu,3.4625412788494834e-05,8.02226936,8.02226936,-16.52281088,l
SH-Br-Fe,0.0001296969068942044,67.27930587,67.27926972,28.80664453,m
SH-Br-Mg,0.0015831070100658106,32.24338384,32.24334569,8.47035971,m
SH-Br-Mn,3.252967248087145e-05,36.68198531,36.68198531,5.86335138,m
SH-Br-Ni,0.0008613042406870619,29.55167679,29.551659,-0.64153376,l
SH-Br-Pb,0.0002204742144082039,11.43146966,11.43145118,0.60135185,m
SH-Br-Pd,0.0006874066871609433,7.02476053,7.02476053,-18.89633453,l
SH-Br-Pt,0.00012085122848069851,25.02492942,25.02492942,-7.14771079,l
SH-Br-Sr,0.00013810459214041952,16.72208718,16.72208718,4.50611481,m
SH-Br-Zn,2.316931090609172e-05,31.95680603,31.95676848,3.08958987,m
SH-Cl-Ba,0.0002590799190384989,15.54068863,15.54067078,4.44947004,m
SH-Cl-Be,0.00015262053282990182,39.87133862,39.87130314,-1.36138401,l
SH-Cl-Ca,7.953812328919393e-05,21.31584948,21.31584948,5.51207493,m
SH-Cl-Cd,5.6452262406605655e-05,22.7160103,22.71599171,1.62126361,m
SH-Cl-Co,5.356467649967011e-05,46.55743686,46.55738399,8.30140206,m
SH-Cl-Cu,0.013746036470124295,11.66068958,11.66067127,-15.10586544,l
SH-Cl-Fe,0.0003652777048133675,75.44540037,75.44532982,30.50339095,m
SH-Cl-Mg,0.0003134745826200879,31.93330385,31.93330385,7.54910593,m
SH-Cl-Mn,3.0371203073412403e-05,37.57729878,37.57729878,-1.7282788,l
SH-Cl-Ni,0.002357359559084227,16.12814294,16.12812481,-15.71092423,l
SH-Cl-Pb,0.00025279251886715465,3.15695113,3.15695113,-8.73994924,l
SH-Cl-Pd,2.3161457303505025e-05,-35.30146571,-35.30143029999999,-62.06592672,l
SH-Cl-Pt,0.00015477666232216009,25.0525802,25.05256289,-8.86494079,l
SH-Cl-Sr,6.164981637731196e-05,18.26691576,18.26687902,5.04051485,m
SH-Cl-Zn,0.0010770787195018014,25.20460098,25.2045826,-3.46101099,l
SH-CN-Ba,0.00019352635904417123,16.09809442,16.09809442,4.8475511,m
SH-CN-Be,9.348022124744962e-05,51.47874061,51.47865448,8.28061805,m
SH-CN-Ca,2.326259333487727e-05,21.75392762,21.75390926,5.06370868,m
SH-CN-Cd,0.000313312796966983,17.8761603,17.87614218,-3.3989641,l
SH-CN-Co,0.00046564466776406114,64.64743637,64.64735082,15.17166827,m
SH-CN-Cu,0.04277625722402513,-6.296530799999999,-6.29651305,1.57462063,l
SH-CN-Fe,0.0002665736921341868,80.56731374,80.56733095,30.25240561,m
SH-CN-Mg,0.0033076408637002478,28.20122524,28.20120717,3.47215754,m
SH-CN-Mn,0.0010343749195671618,56.28231332,56.28231332,1.0841201999999999,m
SH-CN-Ni,8.227703607493366e-05,26.25913558,26.25911865,-10.41953397,l
SH-CN-Pb,2.010374692927945e-05,10.00108647,10.00106774,-3.31052137,l
SH-CN-Pd,0.00026856126755463443,3.48349203,3.48349203,-20.06348276,l
SH-CN-Pt,0.00026313815833216183,-27.66491584,-27.66491584,-55.17096188,l
SH-CN-Sr,1.1443246685212065e-05,19.36216512,19.36212865,5.37909844,m
SH-CN-Zn,0.00010965577879841263,19.6925617,19.69254368,-10.81428072,l
SH-F-Ba,0.0001597415983027652,25.02376518,25.02374518,7.39858221,m
SH-F-Be,0.0005567424589024803,16.59684588,16.59685988,-28.222528600000004,l
SH-F-Ca,0.00017689692771161582,34.55668935,34.55664071,10.79034378,m
SH-F-Cd,0.0003808307949577108,-9.28482,-9.28482,-31.958920000000003,l
SH-F-Co,0.00046451952401493153,-52.07553688,-52.07553688,-94.67645049,l
SH-F-Cu,0.0002399000699999934,-113.49064824,-113.49063299,-140.29614241,l
SH-F-Fe,0.00018733749817987538,89.8705453,89.8705453,32.93506638,m
SH-F-Mg,0.004004503441317218,14.11475863,14.11463963,-13.7681125,l
SH-F-Mn,0.00024116639432764962,39.63500529,39.63496722,-3.5661582000000003,l
SH-F-Ni,0.0008671989899718155,-91.97835751,-91.97819653,-125.93505614,l
SH-F-Pb,0.00013118212419658222,20.77352521,20.77352521,0.29193845,m
SH-F-Pd,0.0001280065918059926,11.48775443,11.48775443,-21.61729011,l
SH-F-Pt,0.00046314507260085684,-243.99647016,-243.99616633,-287.09087692,l
SH-F-Sr,7.872962974494659e-05,0.15211979,0.15211979,-20.21569718,l
SH-F-Zn,0.00036607126914602365,-66.19345868,-66.19337972,-100.01424768,l
SH-I-Ba,1.6852663777748377e-05,13.10203203,13.10201483,3.8178405,m
SH-I-Be,0.0003784837650952472,43.33277582,43.33270173,6.76097352,m
SH-I-Ca,6.042156865072613e-06,20.50400393,20.50398483,5.683862400000001,h
SH-I-Cd,0.0005102107190801809,23.71373673,23.71373673,4.48560756,m
SH-I-Co,8.608077989876582e-05,50.77976589,50.77971113,18.05705659,m
SH-I-Cu,0.022611780315451947,14.81132099,14.81132099,-8.38313049,l
SH-I-Fe,8.085250612375031e-05,60.23080756,60.23073479,26.64167435,m
SH-I-Mg,7.498367838791188e-06,31.69587847,31.69585959,9.31569357,h
SH-I-Mn,3.050522369100932e-05,37.48150867,37.48150867,10.33895829,m
SH-I-Ni,0.0044526259545139505,34.19213053,34.19207287,7.63209644,m
SH-I-Pb,5.020412308483953e-05,12.01280461,12.01280461,1.10614084,m
